destination;shift_indicator;shift;origin;blue_depot_ind_origin;product_type;crossdock;inter_3;transport_direction
OPM;2;H2;STT;Nee;OPM shift 2;nvt;;nvt
OPM;1;H1;STT;Nee;OPM shift 1;nvt;;nvt
OPM;N;N;STT;Nee;OPM shift N;nvt;;nvt
RD;9;H9;STT;Nee;RD shift 9;nvt;;nvt
RD;8;H8;STT;Nee;RD shift 8;nvt;;nvt
RD;7;H7;STT;Nee;RD shift 7;nvt;;nvt
RD;6;H6;STT;Nee;RD shift 6;nvt;;nvt
RD;5;H5;STT;Nee;RD shift 5;nvt;;nvt
RD;4;H4;STT;Nee;RD shift 4;nvt;;nvt
RD;3;H3;STT;Nee;RD shift 3;nvt;;nvt
RD;2;H2;STT;Nee;RD shift 2;nvt;;nvt
RD;1;H1;STT;Nee;RD shift 1;nvt;;nvt
RD;N;N;STT;Nee;RD shift N;nvt;;nvt
SNI;5;H5;STT;Nee;SNI shift 5;nvt;;nvt
SNI;4;H4;STT;Nee;SNI shift 4;nvt;;nvt
SNI;3;H3;STT;Nee;SNI shift 3;nvt;;nvt
SNI;2;H2;STT;Nee;SNI shift 2;nvt;;nvt
SNI;1;H1;STT;Nee;SNI shift 1;nvt;;nvt
SON;8;H8;STT;Nee;SON shift 8;nvt;;nvt
SON;7;H7;STT;Nee;SON shift 7;nvt;;nvt
SON;6;H6;STT;Nee;SON shift 6;nvt;;nvt
SON;5;H5;STT;Nee;SON shift 5;nvt;;nvt
SON;4;H4;STT;Nee;SON shift 4;nvt;;nvt
SON;3;H3;STT;Nee;SON shift 3;nvt;;nvt
SON;2;H2;STT;Nee;SON shift 2;nvt;;nvt
SON;1;H1;STT;Nee;SON shift 1;nvt;;nvt
SON;N;N;STT;Nee;SON shift N;nvt;;nvt
SSH;10;H10;STT;Nee;SSH shift 10;nvt;;nvt
SSH;9;H9;STT;Nee;SSH shift 9;nvt;;nvt
SSH;8;H8;STT;Nee;SSH shift 8;nvt;;nvt
SSH;7;H7;STT;Nee;SSH shift 7;nvt;;nvt
SSH;6;H6;STT;Nee;SSH shift 6;nvt;;nvt
SSH;5;H5;STT;Nee;SSH shift 5;nvt;;nvt
SSH;4;H4;STT;Nee;SSH shift 4;nvt;;nvt
SSH;3;H3;STT;Nee;SSH shift 3;nvt;;nvt
SSH;2;H2;STT;Nee;SSH shift 2;nvt;;nvt
SSH;1;H1;STT;Nee;SSH shift 1;nvt;;nvt
SSH;N;N;STT;Nee;SSH shift N;nvt;;nvt
TB;8;H8;STT;Nee;TB shift 8;nvt;;nvt
TB;7;H7;STT;Nee;TB shift 7;nvt;;nvt
TB;6;H6;STT;Nee;TB shift 6;nvt;;nvt
TB;5;H5;STT;Nee;TB shift 5;nvt;;nvt
TB;4;H4;STT;Nee;TB shift 4;nvt;;nvt
TB;3;H3;STT;Nee;TB shift 3;nvt;;nvt
TB;2;H2;STT;Nee;TB shift 2;nvt;;nvt
TB;1;H1;STT;Nee;TB shift 1;nvt;;nvt
TB;N;N;STT;Nee;TB shift N;nvt;;nvt
UT;9;H9;STT;Nee;UT shift 9;nvt;;nvt
UT;8;H8;STT;Nee;UT shift 8;nvt;;nvt
UT;7;H7;STT;Nee;UT shift 7;nvt;;nvt
UT;6;H6;STT;Nee;UT shift 6;nvt;;nvt
UT;5;H5;STT;Nee;UT shift 5;nvt;;nvt
UT;4;H4;STT;Nee;UT shift 4;nvt;;nvt
UT;3;H3;STT;Nee;UT shift 3;nvt;;nvt
UT;2;H2;STT;Nee;UT shift 2;nvt;;nvt
UT;1;H1;STT;Nee;UT shift 1;nvt;;nvt
UT;N;N;STT;Nee;UT shift N;nvt;;nvt
VIL;8;H8;STT;Nee;VIL shift 8;nvt;;nvt
VIL;7;H7;STT;Nee;VIL shift 7;nvt;;nvt
VIL;6;H6;STT;Nee;VIL shift 6;nvt;;nvt
VIL;5;H5;STT;Nee;VIL shift 5;nvt;;nvt
VIL;4;H4;STT;Nee;VIL shift 4;nvt;;nvt
VIL;3;H3;STT;Nee;VIL shift 3;nvt;;nvt
VIL;2;H2;STT;Nee;VIL shift 2;nvt;;nvt
VIL;1;H1;STT;Nee;VIL shift 1;nvt;;nvt
VL;9;H9;STT;Nee;VL shift 9;nvt;;nvt
VL;8;H8;STT;Nee;VL shift 8;nvt;;nvt
VL;7;H7;STT;Nee;VL shift 7;nvt;;nvt
VL;6;H6;STT;Nee;VL shift 6;nvt;;nvt
VL;5;H5;STT;Nee;VL shift 5;nvt;;nvt
VL;4;H4;STT;Nee;VL shift 4;nvt;;nvt
VL;3;H3;STT;Nee;VL shift 3;nvt;;nvt
VL;2;H2;STT;Nee;VL shift 2;nvt;;nvt
VL;1;H1;STT;Nee;VL shift 1;nvt;;nvt
VL;N;N;STT;Nee;VL shift N;nvt;;nvt
WB;6;H6;STT;Nee;WB shift 6;nvt;;nvt
WB;5;H5;STT;Nee;WB shift 5;nvt;;nvt
WB;4;H4;STT;Nee;WB shift 4;nvt;;nvt
WB;3;H3;STT;Nee;WB shift 3;nvt;;nvt
WB;2;H2;STT;Nee;WB shift 2;nvt;;nvt
WB;1;H1;STT;Nee;WB shift 1;nvt;;nvt
WB;N;N;STT;Nee;WB shift N;nvt;;nvt
WML;7;H7;STT;Nee;WML shift 7;nvt;;nvt
WML;6;H6;STT;Nee;WML shift 6;nvt;;nvt
WML;5;H5;STT;Nee;WML shift 5;nvt;;nvt
WML;4;H4;STT;Nee;WML shift 4;nvt;;nvt
WML;3;H3;STT;Nee;WML shift 3;nvt;;nvt
WML;2;H2;STT;Nee;WML shift 2;nvt;;nvt
WML;1;H1;STT;Nee;WML shift 1;nvt;;nvt
WVN;9;H9;STT;Nee;WVN shift 9;nvt;;nvt
WVN;8;H8;STT;Nee;WVN shift 8;nvt;;nvt
WVN;7;H7;STT;Nee;WVN shift 7;nvt;;nvt
WVN;6;H6;STT;Nee;WVN shift 6;nvt;;nvt
WVN;5;H5;STT;Nee;WVN shift 5;nvt;;nvt
WVN;4;H4;STT;Nee;WVN shift 4;nvt;;nvt
WVN;3;H3;STT;Nee;WVN shift 3;nvt;;nvt
WVN;2;H2;STT;Nee;WVN shift 2;nvt;;nvt
WVN;1;H1;STT;Nee;WVN shift 1;nvt;;nvt
WVN;N;N;STT;Nee;WVN shift N;nvt;;nvt
WZN;8;H8;STT;Nee;WZN shift 8;nvt;;nvt
WZN;7;H7;STT;Nee;WZN shift 7;nvt;;nvt
WZN;6;H6;STT;Nee;WZN shift 6;nvt;;nvt
WZN;5;H5;STT;Nee;WZN shift 5;nvt;;nvt
WZN;4;H4;STT;Nee;WZN shift 4;nvt;;nvt
WZN;3;H3;STT;Nee;WZN shift 3;nvt;;nvt
WZN;2;H2;STT;Nee;WZN shift 2;nvt;;nvt
WZN;1;H1;STT;Nee;WZN shift 1;nvt;;nvt
WZN;N;N;STT;Nee;WZN shift N;nvt;;nvt
ZL;10;H10;STT;Nee;ZL shift 10;nvt;;nvt
ZL;9;H9;STT;Nee;ZL shift 9;nvt;;nvt
ZL;8;H8;STT;Nee;ZL shift 8;nvt;;nvt
ZL;7;H7;STT;Nee;ZL shift 7;nvt;;nvt
ZL;6;H6;STT;Nee;ZL shift 6;nvt;;nvt
ZL;5;H5;STT;Nee;ZL shift 5;nvt;;nvt
ZL;4;H4;STT;Nee;ZL shift 4;nvt;;nvt
ZL;3;H3;STT;Nee;ZL shift 3;nvt;;nvt
ZL;2;H2;STT;Nee;ZL shift 2;nvt;;nvt
ZL;1;H1;STT;Nee;ZL shift 1;nvt;;nvt
ZL;N;N;STT;Nee;ZL shift N;nvt;;nvt
HGV;10;H10;STT;Nee;HGV shift 10;nvt;;nvt
HGV;9;H9;STT;Nee;HGV shift 9;nvt;;nvt
HGV;8;H8;STT;Nee;HGV shift 8;nvt;;nvt
HGV;7;H7;STT;Nee;HGV shift 7;nvt;;nvt
HGV;6;H6;STT;Nee;HGV shift 6;nvt;;nvt
HGV;5;H5;STT;Nee;HGV shift 5;nvt;;nvt
HGV;4;H4;STT;Nee;HGV shift 4;nvt;;nvt
HGV;3;H3;STT;Nee;HGV shift 3;nvt;;nvt
HGV;2;H2;STT;Nee;HGV shift 2;nvt;;nvt
HGV;1;H1;STT;Nee;HGV shift 1;nvt;;nvt
HGV;N;N;STT;Nee;HGV shift N;nvt;;nvt
AL;4;H4;TB;Ja;AL shift 4;TL;;TL
AL;3;H3;TB;Ja;AL shift 3;TL;;TL
AL;2;H2;TB;Ja;AL shift 2;TL;;TL
AL;1;H1;TB;Ja;AL shift 1;TL;;TL
AL;N;N;TB;Ja;AL shift N;TL;;TL
ALR;9;H9;TB;Ja;ALR shift 9;TL;;TL
ALR;8;H8;TB;Ja;ALR shift 8;TL;;TL
ALR;7;H7;TB;Ja;ALR shift 7;TL;;TL
ALR;6;H6;TB;Ja;ALR shift 6;TL;;TL
ALR;5;H5;TB;Ja;ALR shift 5;TL;;TL
ALR;4;H4;TB;Ja;ALR shift 4;TL;;TL
ALR;3;H3;TB;Ja;ALR shift 3;TL;;TL
ALR;2;H2;TB;Ja;ALR shift 2;TL;;TL
ALR;1;H1;TB;Ja;ALR shift 1;TL;;TL
ALR;N;N;TB;Ja;ALR shift N;TL;;TL
AMF;9;H9;TB;Ja;AMF shift 9;TL;;TL
AMF;8;H8;TB;Ja;AMF shift 8;TL;;TL
AMF;7;H7;TB;Ja;AMF shift 7;TL;;TL
AMF;6;H6;TB;Ja;AMF shift 6;TL;;TL
AMF;5;H5;TB;Ja;AMF shift 5;TL;;TL
AMF;4;H4;TB;Ja;AMF shift 4;TL;;TL
AMF;3;H3;TB;Ja;AMF shift 3;TL;;TL
AMF;2;H2;TB;Ja;AMF shift 2;TL;;TL
AMF;1;H1;TB;Ja;AMF shift 1;TL;;TL
AMF;N;N;TB;Ja;AMF shift N;TL;;TL
AP;9;H9;TB;Ja;AP shift 9;TL;;TL
AP;8;H8;TB;Ja;AP shift 8;TL;;TL
AP;7;H7;TB;Ja;AP shift 7;TL;;TL
AP;6;H6;TB;Ja;AP shift 6;TL;;TL
AP;5;H5;TB;Ja;AP shift 5;TL;;TL
AP;4;H4;TB;Ja;AP shift 4;TL;;TL
AP;3;H3;TB;Ja;AP shift 3;TL;;TL
AP;2;H2;TB;Ja;AP shift 2;TL;;TL
AP;1;H1;TB;Ja;AP shift 1;TL;;TL
AP;N;N;TB;Ja;AP shift N;TL;;TL
ARD;6;H6;TB;Ja;ARD shift 6;XWW;;XWW
ARD;5;H5;TB;Ja;ARD shift 5;XWW;;XWW
ARD;4;H4;TB;Ja;ARD shift 4;XWW;;XWW
ARD;3;H3;TB;Ja;ARD shift 3;XWW;;XWW
ARD;2;H2;TB;Ja;ARD shift 2;XWW;;XWW
ARD;1;H1;TB;Ja;ARD shift 1;XWW;;XWW
ASD;9;H9;TB;Ja;ASD shift 9;XASD;;XASD
ASD;8;H8;TB;Ja;ASD shift 8;XASD;;XASD
ASD;7;H7;TB;Ja;ASD shift 7;XASD;;XASD
ASD;6;H6;TB;Ja;ASD shift 6;XASD;;XASD
ASD;5;H5;TB;Ja;ASD shift 5;XASD;;XASD
ASD;4;H4;TB;Ja;ASD shift 4;XASD;;XASD
ASD;3;H3;TB;Ja;ASD shift 3;XASD;;XASD
ASD;2;H2;TB;Ja;ASD shift 2;XASD;;XASD
ASD;1;H1;TB;Ja;ASD shift 1;XASD;;XASD
ASD;N;N;TB;Ja;ASD shift N;XASD;;XASD
ASN;4;H4;TB;Ja;ASN shift 4;TL;;TL
ASN;3;H3;TB;Ja;ASN shift 3;TL;;TL
ASN;2;H2;TB;Ja;ASN shift 2;TL;;TL
ASN;1;H1;TB;Ja;ASN shift 1;TL;;TL
ASN;N;N;TB;Ja;ASN shift N;TL;;TL
BD;8;H8;TB;Ja;BD shift 8;XWW;;XWW
BD;7;H7;TB;Ja;BD shift 7;XWW;;XWW
BD;6;H6;TB;Ja;BD shift 6;XWW;;XWW
BD;5;H5;TB;Ja;BD shift 5;XWW;;XWW
BD;4;H4;TB;Ja;BD shift 4;XWW;;XWW
BD;3;H3;TB;Ja;BD shift 3;XWW;;XWW
BD;2;H2;TB;Ja;BD shift 2;XWW;;XWW
BD;1;H1;TB;Ja;BD shift 1;XWW;;XWW
BD;N;N;TB;Ja;BD shift N;XWW;;XWW
BORN;9;H9;TB;Ja;BORN shift 9;XWW;;XWW
BORN;8;H8;TB;Ja;BORN shift 8;XWW;;XWW
BORN;7;H7;TB;Ja;BORN shift 7;XWW;;XWW
BORN;6;H6;TB;Ja;BORN shift 6;XWW;;XWW
BORN;5;H5;TB;Ja;BORN shift 5;XWW;;XWW
BORN;4;H4;TB;Ja;BORN shift 4;XWW;;XWW
BORN;3;H3;TB;Ja;BORN shift 3;XWW;;XWW
BORN;2;H2;TB;Ja;BORN shift 2;XWW;;XWW
BORN;1;H1;TB;Ja;BORN shift 1;XWW;;XWW
BORN;N;N;TB;Ja;BORN shift N;XWW;;XWW
DDT;7;H7;TB;Ja;DDT shift 7;TL;;TL
DDT;6;H6;TB;Ja;DDT shift 6;TL;;TL
DDT;5;H5;TB;Ja;DDT shift 5;TL;;TL
DDT;4;H4;TB;Ja;DDT shift 4;TL;;TL
DDT;3;H3;TB;Ja;DDT shift 3;TL;;TL
DDT;2;H2;TB;Ja;DDT shift 2;TL;;TL
DDT;1;H1;TB;Ja;DDT shift 1;TL;;TL
DDT;N;N;TB;Ja;DDT shift N;TL;;TL
DTD;5;H5;TB;Ja;DTD shift 5;XWW;;XWW
DTD;4;H4;TB;Ja;DTD shift 4;XWW;;XWW
DTD;3;H3;TB;Ja;DTD shift 3;XWW;;XWW
DTD;2;H2;TB;Ja;DTD shift 2;XWW;;XWW
DTD;1;H1;TB;Ja;DTD shift 1;XWW;;XWW
ELT;10;H10;TB;Ja;ELT shift 10;TL;;TL
ELT;9;H9;TB;Ja;ELT shift 9;TL;;TL
ELT;8;H8;TB;Ja;ELT shift 8;TL;;TL
ELT;7;H7;TB;Ja;ELT shift 7;TL;;TL
ELT;6;H6;TB;Ja;ELT shift 6;TL;;TL
ELT;5;H5;TB;Ja;ELT shift 5;TL;;TL
ELT;4;H4;TB;Ja;ELT shift 4;TL;;TL
ELT;3;H3;TB;Ja;ELT shift 3;TL;;TL
ELT;2;H2;TB;Ja;ELT shift 2;TL;;TL
ELT;1;H1;TB;Ja;ELT shift 1;TL;;TL
ELT;N;N;TB;Ja;ELT shift N;TL;;TL
GS;9;H9;TB;Ja;GS shift 9;XWW;;XWW
GS;8;H8;TB;Ja;GS shift 8;XWW;;XWW
GS;7;H7;TB;Ja;GS shift 7;XWW;;XWW
GS;6;H6;TB;Ja;GS shift 6;XWW;;XWW
GS;5;H5;TB;Ja;GS shift 5;XWW;;XWW
GS;4;H4;TB;Ja;GS shift 4;XWW;;XWW
GS;3;H3;TB;Ja;GS shift 3;XWW;;XWW
GS;2;H2;TB;Ja;GS shift 2;XWW;;XWW
GS;1;H1;TB;Ja;GS shift 1;XWW;;XWW
GS;N;N;TB;Ja;GS shift N;XWW;;XWW
HBD;9;H9;TB;Ja;HBD shift 9;TL;;TL
HBD;8;H8;TB;Ja;HBD shift 8;TL;;TL
HBD;7;H7;TB;Ja;HBD shift 7;TL;;TL
HBD;6;H6;TB;Ja;HBD shift 6;TL;;TL
HBD;5;H5;TB;Ja;HBD shift 5;TL;;TL
HBD;4;H4;TB;Ja;HBD shift 4;TL;;TL
HBD;3;H3;TB;Ja;HBD shift 3;TL;;TL
HBD;2;H2;TB;Ja;HBD shift 2;TL;;TL
HBD;1;H1;TB;Ja;HBD shift 1;TL;;TL
HBD;N;N;TB;Ja;HBD shift N;TL;;TL
HGL;10;H10;TB;Ja;HGL shift 10;TL;;TL
HGL;9;H9;TB;Ja;HGL shift 9;TL;;TL
HGL;8;H8;TB;Ja;HGL shift 8;TL;;TL
HGL;7;H7;TB;Ja;HGL shift 7;TL;;TL
HGL;6;H6;TB;Ja;HGL shift 6;TL;;TL
HGL;5;H5;TB;Ja;HGL shift 5;TL;;TL
HGL;4;H4;TB;Ja;HGL shift 4;TL;;TL
HGL;3;H3;TB;Ja;HGL shift 3;TL;;TL
HGL;2;H2;TB;Ja;HGL shift 2;TL;;TL
HGL;1;H1;TB;Ja;HGL shift 1;TL;;TL
HGL;N;N;TB;Ja;HGL shift N;TL;;TL
HT;9;H9;TB;Ja;HT shift 9;XWW;;XWW
HT;8;H8;TB;Ja;HT shift 8;XWW;;XWW
HT;7;H7;TB;Ja;HT shift 7;XWW;;XWW
HT;6;H6;TB;Ja;HT shift 6;XWW;;XWW
HT;5;H5;TB;Ja;HT shift 5;XWW;;XWW
HT;4;H4;TB;Ja;HT shift 4;XWW;;XWW
HT;3;H3;TB;Ja;HT shift 3;XWW;;XWW
HT;2;H2;TB;Ja;HT shift 2;XWW;;XWW
HT;1;H1;TB;Ja;HT shift 1;XWW;;XWW
HT;N;N;TB;Ja;HT shift N;XWW;;XWW
HW;10;H10;TB;Ja;HW shift 10;XASD;;XASD
HW;9;H9;TB;Ja;HW shift 9;XASD;;XASD
HW;8;H8;TB;Ja;HW shift 8;XASD;;XASD
HW;7;H7;TB;Ja;HW shift 7;XASD;;XASD
HW;6;H6;TB;Ja;HW shift 6;XASD;;XASD
HW;5;H5;TB;Ja;HW shift 5;XASD;;XASD
HW;4;H4;TB;Ja;HW shift 4;XASD;;XASD
HW;3;H3;TB;Ja;HW shift 3;XASD;;XASD
HW;2;H2;TB;Ja;HW shift 2;XASD;;XASD
HW;1;H1;TB;Ja;HW shift 1;XASD;;XASD
HW;N;N;TB;Ja;HW shift N;XASD;;XASD
KHM;10;H10;TB;Ja;KHM shift 10;TL;;TL
KHM;9;H9;TB;Ja;KHM shift 9;TL;;TL
KHM;8;H8;TB;Ja;KHM shift 8;TL;;TL
KHM;7;H7;TB;Ja;KHM shift 7;TL;;TL
KHM;6;H6;TB;Ja;KHM shift 6;TL;;TL
KHM;5;H5;TB;Ja;KHM shift 5;TL;;TL
KHM;4;H4;TB;Ja;KHM shift 4;TL;;TL
KHM;3;H3;TB;Ja;KHM shift 3;TL;;TL
KHM;2;H2;TB;Ja;KHM shift 2;TL;;TL
KHM;1;H1;TB;Ja;KHM shift 1;TL;;TL
KHM;N;N;TB;Ja;KHM shift N;TL;;TL
LW;9;H9;TB;Ja;LW shift 9;TL;;TL
LW;8;H8;TB;Ja;LW shift 8;TL;;TL
LW;7;H7;TB;Ja;LW shift 7;TL;;TL
LW;6;H6;TB;Ja;LW shift 6;TL;;TL
LW;5;H5;TB;Ja;LW shift 5;TL;;TL
LW;4;H4;TB;Ja;LW shift 4;TL;;TL
LW;3;H3;TB;Ja;LW shift 3;TL;;TL
LW;2;H2;TB;Ja;LW shift 2;TL;;TL
LW;1;H1;TB;Ja;LW shift 1;TL;;TL
LW;N;N;TB;Ja;LW shift N;TL;;TL
MECH;4;H4;TB;Ja;MECH shift 4;XWW;;XWW
MECH;3;H3;TB;Ja;MECH shift 3;XWW;;XWW
MECH;2;H2;TB;Ja;MECH shift 2;XWW;;XWW
MECH;1;H1;TB;Ja;MECH shift 1;XWW;;XWW
NAM;3;H3;TB;Ja;NAM shift 3;XWW;;XWW
NAM;2;H2;TB;Ja;NAM shift 2;XWW;;XWW
NAM;1;H1;TB;Ja;NAM shift 1;XWW;;XWW
NIWG;9;H9;TB;Ja;NIWG shift 9;TL;;TL
NIWG;8;H8;TB;Ja;NIWG shift 8;TL;;TL
NIWG;7;H7;TB;Ja;NIWG shift 7;TL;;TL
NIWG;6;H6;TB;Ja;NIWG shift 6;TL;;TL
NIWG;5;H5;TB;Ja;NIWG shift 5;TL;;TL
NIWG;4;H4;TB;Ja;NIWG shift 4;TL;;TL
NIWG;3;H3;TB;Ja;NIWG shift 3;TL;;TL
NIWG;2;H2;TB;Ja;NIWG shift 2;TL;;TL
NIWG;1;H1;TB;Ja;NIWG shift 1;TL;;TL
NIWG;N;N;TB;Ja;NIWG shift N;TL;;TL
OEV;5;H5;TB;Ja;OEV shift 5;XWW;;XWW
OEV;4;H4;TB;Ja;OEV shift 4;XWW;;XWW
OEV;3;H3;TB;Ja;OEV shift 3;XWW;;XWW
OEV;2;H2;TB;Ja;OEV shift 2;XWW;;XWW
OEV;1;H1;TB;Ja;OEV shift 1;XWW;;XWW
OPM;9;H9;TB;Ja;OPM shift 9;XASD;;XASD
OPM;8;H8;TB;Ja;OPM shift 8;XASD;;XASD
OPM;7;H7;TB;Ja;OPM shift 7;XASD;;XASD
OPM;6;H6;TB;Ja;OPM shift 6;XASD;;XASD
OPM;5;H5;TB;Ja;OPM shift 5;XASD;;XASD
OPM;4;H4;TB;Ja;OPM shift 4;XASD;;XASD
OPM;3;H3;TB;Ja;OPM shift 3;XASD;;XASD
OPM;2;H2;TB;Ja;OPM shift 2;XASD;;XASD
OPM;1;H1;TB;Ja;OPM shift 1;XASD;;XASD
OPM;N;N;TB;Ja;OPM shift N;XASD;;XASD
RD;9;H9;TB;Ja;RD shift 9;TL;;TL
RD;8;H8;TB;Ja;RD shift 8;TL;;TL
RD;7;H7;TB;Ja;RD shift 7;TL;;TL
RD;6;H6;TB;Ja;RD shift 6;TL;;TL
RD;5;H5;TB;Ja;RD shift 5;TL;;TL
RD;4;H4;TB;Ja;RD shift 4;TL;;TL
RD;3;H3;TB;Ja;RD shift 3;TL;;TL
RD;2;H2;TB;Ja;RD shift 2;TL;;TL
RD;1;H1;TB;Ja;RD shift 1;TL;;TL
RD;N;N;TB;Ja;RD shift N;TL;;TL
SNI;5;H5;TB;Ja;SNI shift 5;XWW;;XWW
SNI;4;H4;TB;Ja;SNI shift 4;XWW;;XWW
SNI;3;H3;TB;Ja;SNI shift 3;XWW;;XWW
SNI;2;H2;TB;Ja;SNI shift 2;XWW;;XWW
SNI;1;H1;TB;Ja;SNI shift 1;XWW;;XWW
SON;8;H8;TB;Ja;SON shift 8;XWW;;XWW
SON;7;H7;TB;Ja;SON shift 7;XWW;;XWW
SON;6;H6;TB;Ja;SON shift 6;XWW;;XWW
SON;5;H5;TB;Ja;SON shift 5;XWW;;XWW
SON;4;H4;TB;Ja;SON shift 4;XWW;;XWW
SON;3;H3;TB;Ja;SON shift 3;XWW;;XWW
SON;2;H2;TB;Ja;SON shift 2;XWW;;XWW
SON;1;H1;TB;Ja;SON shift 1;XWW;;XWW
SON;N;N;TB;Ja;SON shift N;XWW;;XWW
SSH;10;H10;TB;Ja;SSH shift 10;XASD;;XASD
SSH;9;H9;TB;Ja;SSH shift 9;XASD;;XASD
SSH;8;H8;TB;Ja;SSH shift 8;XASD;;XASD
SSH;7;H7;TB;Ja;SSH shift 7;XASD;;XASD
SSH;6;H6;TB;Ja;SSH shift 6;XASD;;XASD
SSH;5;H5;TB;Ja;SSH shift 5;XASD;;XASD
SSH;4;H4;TB;Ja;SSH shift 4;XASD;;XASD
SSH;3;H3;TB;Ja;SSH shift 3;XASD;;XASD
SSH;2;H2;TB;Ja;SSH shift 2;XASD;;XASD
SSH;1;H1;TB;Ja;SSH shift 1;XASD;;XASD
SSH;N;N;TB;Ja;SSH shift N;XASD;;XASD
STT;6;H6;TB;Ja;STT shift 6;XWW;;XWW
STT;5;H5;TB;Ja;STT shift 5;XWW;;XWW
STT;4;H4;TB;Ja;STT shift 4;XWW;;XWW
STT;3;H3;TB;Ja;STT shift 3;XWW;;XWW
STT;2;H2;TB;Ja;STT shift 2;XWW;;XWW
STT;1;H1;TB;Ja;STT shift 1;XWW;;XWW
UT;9;H9;TB;Ja;UT shift 9;TL;;TL
UT;8;H8;TB;Ja;UT shift 8;TL;;TL
UT;7;H7;TB;Ja;UT shift 7;TL;;TL
UT;6;H6;TB;Ja;UT shift 6;TL;;TL
UT;5;H5;TB;Ja;UT shift 5;TL;;TL
UT;4;H4;TB;Ja;UT shift 4;TL;;TL
UT;3;H3;TB;Ja;UT shift 3;TL;;TL
UT;2;H2;TB;Ja;UT shift 2;TL;;TL
UT;1;H1;TB;Ja;UT shift 1;TL;;TL
UT;N;N;TB;Ja;UT shift N;TL;;TL
VIL;8;H8;TB;Ja;VIL shift 8;XWW;;XWW
VIL;7;H7;TB;Ja;VIL shift 7;XWW;;XWW
VIL;6;H6;TB;Ja;VIL shift 6;XWW;;XWW
VIL;5;H5;TB;Ja;VIL shift 5;XWW;;XWW
VIL;4;H4;TB;Ja;VIL shift 4;XWW;;XWW
VIL;3;H3;TB;Ja;VIL shift 3;XWW;;XWW
VIL;2;H2;TB;Ja;VIL shift 2;XWW;;XWW
VIL;1;H1;TB;Ja;VIL shift 1;XWW;;XWW
VL;9;H9;TB;Ja;VL shift 9;XWW;;XWW
VL;8;H8;TB;Ja;VL shift 8;XWW;;XWW
VL;7;H7;TB;Ja;VL shift 7;XWW;;XWW
VL;6;H6;TB;Ja;VL shift 6;XWW;;XWW
VL;5;H5;TB;Ja;VL shift 5;XWW;;XWW
VL;4;H4;TB;Ja;VL shift 4;XWW;;XWW
VL;3;H3;TB;Ja;VL shift 3;XWW;;XWW
VL;2;H2;TB;Ja;VL shift 2;XWW;;XWW
VL;1;H1;TB;Ja;VL shift 1;XWW;;XWW
VL;N;N;TB;Ja;VL shift N;XWW;;XWW
WB;6;H6;TB;Ja;WB shift 6;XWW;;XWW
WB;5;H5;TB;Ja;WB shift 5;XWW;;XWW
WB;4;H4;TB;Ja;WB shift 4;XWW;;XWW
WB;3;H3;TB;Ja;WB shift 3;XWW;;XWW
WB;2;H2;TB;Ja;WB shift 2;XWW;;XWW
WB;1;H1;TB;Ja;WB shift 1;XWW;;XWW
WB;N;N;TB;Ja;WB shift N;XWW;;XWW
WML;7;H7;TB;Ja;WML shift 7;XWW;;XWW
WML;6;H6;TB;Ja;WML shift 6;XWW;;XWW
WML;5;H5;TB;Ja;WML shift 5;XWW;;XWW
WML;4;H4;TB;Ja;WML shift 4;XWW;;XWW
WML;3;H3;TB;Ja;WML shift 3;XWW;;XWW
WML;2;H2;TB;Ja;WML shift 2;XWW;;XWW
WML;1;H1;TB;Ja;WML shift 1;XWW;;XWW
WVN;9;H9;TB;Ja;WVN shift 9;TL;;TL
WVN;8;H8;TB;Ja;WVN shift 8;TL;;TL
WVN;7;H7;TB;Ja;WVN shift 7;TL;;TL
WVN;6;H6;TB;Ja;WVN shift 6;TL;;TL
WVN;5;H5;TB;Ja;WVN shift 5;TL;;TL
WVN;4;H4;TB;Ja;WVN shift 4;TL;;TL
WVN;3;H3;TB;Ja;WVN shift 3;TL;;TL
WVN;2;H2;TB;Ja;WVN shift 2;TL;;TL
WVN;1;H1;TB;Ja;WVN shift 1;TL;;TL
WVN;N;N;TB;Ja;WVN shift N;TL;;TL
WZN;8;H8;TB;Ja;WZN shift 8;XASD;;XASD
WZN;7;H7;TB;Ja;WZN shift 7;XASD;;XASD
WZN;6;H6;TB;Ja;WZN shift 6;XASD;;XASD
WZN;5;H5;TB;Ja;WZN shift 5;XASD;;XASD
WZN;4;H4;TB;Ja;WZN shift 4;XASD;;XASD
WZN;3;H3;TB;Ja;WZN shift 3;XASD;;XASD
WZN;2;H2;TB;Ja;WZN shift 2;XASD;;XASD
WZN;1;H1;TB;Ja;WZN shift 1;XASD;;XASD
WZN;N;N;TB;Ja;WZN shift N;XASD;;XASD
ZL;10;H10;TB;Ja;ZL shift 10;TL;;TL
ZL;9;H9;TB;Ja;ZL shift 9;TL;;TL
ZL;8;H8;TB;Ja;ZL shift 8;TL;;TL
ZL;7;H7;TB;Ja;ZL shift 7;TL;;TL
ZL;6;H6;TB;Ja;ZL shift 6;TL;;TL
ZL;5;H5;TB;Ja;ZL shift 5;TL;;TL
ZL;4;H4;TB;Ja;ZL shift 4;TL;;TL
ZL;3;H3;TB;Ja;ZL shift 3;TL;;TL
