destination;shift_indicator;shift;origin;blue_depot_ind_origin;product_type;crossdock;inter_3;transport_direction
TB;3;H3;MECH;Nee;TB shift 3;nvt;;nvt
TB;2;H2;MECH;Nee;TB shift 2;nvt;;nvt
TB;1;H1;MECH;Nee;TB shift 1;nvt;;nvt
TB;N;N;MECH;Nee;TB shift N;nvt;;nvt
UT;9;H9;MECH;Nee;UT shift 9;nvt;;nvt
UT;8;H8;MECH;Nee;UT shift 8;nvt;;nvt
UT;7;H7;MECH;Nee;UT shift 7;nvt;;nvt
UT;6;H6;MECH;Nee;UT shift 6;nvt;;nvt
UT;5;H5;MECH;Nee;UT shift 5;nvt;;nvt
UT;4;H4;MECH;Nee;UT shift 4;nvt;;nvt
UT;3;H3;MECH;Nee;UT shift 3;nvt;;nvt
UT;2;H2;MECH;Nee;UT shift 2;nvt;;nvt
UT;1;H1;MECH;Nee;UT shift 1;nvt;;nvt
UT;N;N;MECH;Nee;UT shift N;nvt;;nvt
VIL;8;H8;MECH;Nee;VIL shift 8;nvt;;nvt
VIL;7;H7;MECH;Nee;VIL shift 7;nvt;;nvt
VIL;6;H6;MECH;Nee;VIL shift 6;nvt;;nvt
VIL;5;H5;MECH;Nee;VIL shift 5;nvt;;nvt
VIL;4;H4;MECH;Nee;VIL shift 4;nvt;;nvt
VIL;3;H3;MECH;Nee;VIL shift 3;nvt;;nvt
VIL;2;H2;MECH;Nee;VIL shift 2;nvt;;nvt
VIL;1;H1;MECH;Nee;VIL shift 1;nvt;;nvt
VL;9;H9;MECH;Nee;VL shift 9;nvt;;nvt
VL;8;H8;MECH;Nee;VL shift 8;nvt;;nvt
VL;7;H7;MECH;Nee;VL shift 7;nvt;;nvt
VL;6;H6;MECH;Nee;VL shift 6;nvt;;nvt
VL;5;H5;MECH;Nee;VL shift 5;nvt;;nvt
VL;4;H4;MECH;Nee;VL shift 4;nvt;;nvt
VL;3;H3;MECH;Nee;VL shift 3;nvt;;nvt
VL;2;H2;MECH;Nee;VL shift 2;nvt;;nvt
VL;1;H1;MECH;Nee;VL shift 1;nvt;;nvt
VL;N;N;MECH;Nee;VL shift N;nvt;;nvt
WB;6;H6;MECH;Nee;WB shift 6;nvt;;nvt
WB;5;H5;MECH;Nee;WB shift 5;nvt;;nvt
WB;4;H4;MECH;Nee;WB shift 4;nvt;;nvt
WB;3;H3;MECH;Nee;WB shift 3;nvt;;nvt
WB;2;H2;MECH;Nee;WB shift 2;nvt;;nvt
WB;1;H1;MECH;Nee;WB shift 1;nvt;;nvt
WB;N;N;MECH;Nee;WB shift N;nvt;;nvt
WML;7;H7;MECH;Nee;WML shift 7;nvt;;nvt
WML;6;H6;MECH;Nee;WML shift 6;nvt;;nvt
WML;5;H5;MECH;Nee;WML shift 5;nvt;;nvt
WML;4;H4;MECH;Nee;WML shift 4;nvt;;nvt
WML;3;H3;MECH;Nee;WML shift 3;nvt;;nvt
WML;2;H2;MECH;Nee;WML shift 2;nvt;;nvt
WML;1;H1;MECH;Nee;WML shift 1;nvt;;nvt
WVN;9;H9;MECH;Nee;WVN shift 9;nvt;;nvt
WVN;8;H8;MECH;Nee;WVN shift 8;nvt;;nvt
WVN;7;H7;MECH;Nee;WVN shift 7;nvt;;nvt
WVN;6;H6;MECH;Nee;WVN shift 6;nvt;;nvt
WVN;5;H5;MECH;Nee;WVN shift 5;nvt;;nvt
WVN;4;H4;MECH;Nee;WVN shift 4;nvt;;nvt
WVN;3;H3;MECH;Nee;WVN shift 3;nvt;;nvt
WVN;2;H2;MECH;Nee;WVN shift 2;nvt;;nvt
WVN;1;H1;MECH;Nee;WVN shift 1;nvt;;nvt
WVN;N;N;MECH;Nee;WVN shift N;nvt;;nvt
WZN;8;H8;MECH;Nee;WZN shift 8;nvt;;nvt
WZN;7;H7;MECH;Nee;WZN shift 7;nvt;;nvt
WZN;6;H6;MECH;Nee;WZN shift 6;nvt;;nvt
WZN;5;H5;MECH;Nee;WZN shift 5;nvt;;nvt
WZN;4;H4;MECH;Nee;WZN shift 4;nvt;;nvt
WZN;3;H3;MECH;Nee;WZN shift 3;nvt;;nvt
WZN;2;H2;MECH;Nee;WZN shift 2;nvt;;nvt
WZN;1;H1;MECH;Nee;WZN shift 1;nvt;;nvt
WZN;N;N;MECH;Nee;WZN shift N;nvt;;nvt
ZL;10;H10;MECH;Nee;ZL shift 10;nvt;;nvt
ZL;9;H9;MECH;Nee;ZL shift 9;nvt;;nvt
ZL;8;H8;MECH;Nee;ZL shift 8;nvt;;nvt
ZL;7;H7;MECH;Nee;ZL shift 7;nvt;;nvt
ZL;6;H6;MECH;Nee;ZL shift 6;nvt;;nvt
ZL;5;H5;MECH;Nee;ZL shift 5;nvt;;nvt
ZL;4;H4;MECH;Nee;ZL shift 4;nvt;;nvt
ZL;3;H3;MECH;Nee;ZL shift 3;nvt;;nvt
ZL;2;H2;MECH;Nee;ZL shift 2;nvt;;nvt
ZL;1;H1;MECH;Nee;ZL shift 1;nvt;;nvt
ZL;N;N;MECH;Nee;ZL shift N;nvt;;nvt
HGV;10;H10;MECH;Nee;HGV shift 10;nvt;;nvt
HGV;9;H9;MECH;Nee;HGV shift 9;nvt;;nvt
HGV;8;H8;MECH;Nee;HGV shift 8;nvt;;nvt
HGV;7;H7;MECH;Nee;HGV shift 7;nvt;;nvt
HGV;6;H6;MECH;Nee;HGV shift 6;nvt;;nvt
HGV;5;H5;MECH;Nee;HGV shift 5;nvt;;nvt
HGV;4;H4;MECH;Nee;HGV shift 4;nvt;;nvt
HGV;3;H3;MECH;Nee;HGV shift 3;nvt;;nvt
HGV;2;H2;MECH;Nee;HGV shift 2;nvt;;nvt
HGV;1;H1;MECH;Nee;HGV shift 1;nvt;;nvt
HGV;N;N;MECH;Nee;HGV shift N;nvt;;nvt
AL;4;H4;NAM;Nee;AL shift 4;nvt;;nvt
AL;3;H3;NAM;Nee;AL shift 3;nvt;;nvt
AL;2;H2;NAM;Nee;AL shift 2;nvt;;nvt
AL;1;H1;NAM;Nee;AL shift 1;nvt;;nvt
AL;N;N;NAM;Nee;AL shift N;nvt;;nvt
ALR;9;H9;NAM;Nee;ALR shift 9;nvt;;nvt
ALR;8;H8;NAM;Nee;ALR shift 8;nvt;;nvt
ALR;7;H7;NAM;Nee;ALR shift 7;nvt;;nvt
ALR;6;H6;NAM;Nee;ALR shift 6;nvt;;nvt
ALR;5;H5;NAM;Nee;ALR shift 5;nvt;;nvt
ALR;4;H4;NAM;Nee;ALR shift 4;nvt;;nvt
ALR;3;H3;NAM;Nee;ALR shift 3;nvt;;nvt
ALR;2;H2;NAM;Nee;ALR shift 2;nvt;;nvt
ALR;1;H1;NAM;Nee;ALR shift 1;nvt;;nvt
ALR;N;N;NAM;Nee;ALR shift N;nvt;;nvt
AMF;9;H9;NAM;Nee;AMF shift 9;nvt;;nvt
AMF;8;H8;NAM;Nee;AMF shift 8;nvt;;nvt
AMF;7;H7;NAM;Nee;AMF shift 7;nvt;;nvt
AMF;6;H6;NAM;Nee;AMF shift 6;nvt;;nvt
AMF;5;H5;NAM;Nee;AMF shift 5;nvt;;nvt
AMF;4;H4;NAM;Nee;AMF shift 4;nvt;;nvt
AMF;3;H3;NAM;Nee;AMF shift 3;nvt;;nvt
AMF;2;H2;NAM;Nee;AMF shift 2;nvt;;nvt
AMF;1;H1;NAM;Nee;AMF shift 1;nvt;;nvt
AMF;N;N;NAM;Nee;AMF shift N;nvt;;nvt
AP;9;H9;NAM;Nee;AP shift 9;nvt;;nvt
AP;8;H8;NAM;Nee;AP shift 8;nvt;;nvt
AP;7;H7;NAM;Nee;AP shift 7;nvt;;nvt
AP;6;H6;NAM;Nee;AP shift 6;nvt;;nvt
AP;5;H5;NAM;Nee;AP shift 5;nvt;;nvt
AP;4;H4;NAM;Nee;AP shift 4;nvt;;nvt
AP;3;H3;NAM;Nee;AP shift 3;nvt;;nvt
AP;2;H2;NAM;Nee;AP shift 2;nvt;;nvt
AP;1;H1;NAM;Nee;AP shift 1;nvt;;nvt
AP;N;N;NAM;Nee;AP shift N;nvt;;nvt
ARD;6;H6;NAM;Nee;ARD shift 6;nvt;;nvt
ARD;5;H5;NAM;Nee;ARD shift 5;nvt;;nvt
ARD;4;H4;NAM;Nee;ARD shift 4;nvt;;nvt
ARD;3;H3;NAM;Nee;ARD shift 3;nvt;;nvt
ARD;2;H2;NAM;Nee;ARD shift 2;nvt;;nvt
ARD;1;H1;NAM;Nee;ARD shift 1;nvt;;nvt
ASD;9;H9;NAM;Nee;ASD shift 9;nvt;;nvt
ASD;8;H8;NAM;Nee;ASD shift 8;nvt;;nvt
ASD;7;H7;NAM;Nee;ASD shift 7;nvt;;nvt
ASD;6;H6;NAM;Nee;ASD shift 6;nvt;;nvt
ASD;5;H5;NAM;Nee;ASD shift 5;nvt;;nvt
ASD;4;H4;NAM;Nee;ASD shift 4;nvt;;nvt
ASD;3;H3;NAM;Nee;ASD shift 3;nvt;;nvt
ASD;2;H2;NAM;Nee;ASD shift 2;nvt;;nvt
ASD;1;H1;NAM;Nee;ASD shift 1;nvt;;nvt
ASD;N;N;NAM;Nee;ASD shift N;nvt;;nvt
ASN;4;H4;NAM;Nee;ASN shift 4;nvt;;nvt
ASN;3;H3;NAM;Nee;ASN shift 3;nvt;;nvt
ASN;2;H2;NAM;Nee;ASN shift 2;nvt;;nvt
ASN;1;H1;NAM;Nee;ASN shift 1;nvt;;nvt
ASN;N;N;NAM;Nee;ASN shift N;nvt;;nvt
BD;8;H8;NAM;Nee;BD shift 8;nvt;;nvt
BD;7;H7;NAM;Nee;BD shift 7;nvt;;nvt
BD;6;H6;NAM;Nee;BD shift 6;nvt;;nvt
BD;5;H5;NAM;Nee;BD shift 5;nvt;;nvt
BD;4;H4;NAM;Nee;BD shift 4;nvt;;nvt
BD;3;H3;NAM;Nee;BD shift 3;nvt;;nvt
BD;2;H2;NAM;Nee;BD shift 2;nvt;;nvt
BD;1;H1;NAM;Nee;BD shift 1;nvt;;nvt
BD;N;N;NAM;Nee;BD shift N;nvt;;nvt
BORN;9;H9;NAM;Nee;BORN shift 9;nvt;;nvt
BORN;8;H8;NAM;Nee;BORN shift 8;nvt;;nvt
BORN;7;H7;NAM;Nee;BORN shift 7;nvt;;nvt
BORN;6;H6;NAM;Nee;BORN shift 6;nvt;;nvt
BORN;5;H5;NAM;Nee;BORN shift 5;nvt;;nvt
BORN;4;H4;NAM;Nee;BORN shift 4;nvt;;nvt
BORN;3;H3;NAM;Nee;BORN shift 3;nvt;;nvt
BORN;2;H2;NAM;Nee;BORN shift 2;nvt;;nvt
BORN;1;H1;NAM;Nee;BORN shift 1;nvt;;nvt
BORN;N;N;NAM;Nee;BORN shift N;nvt;;nvt
DDT;7;H7;NAM;Nee;DDT shift 7;nvt;;nvt
DDT;6;H6;NAM;Nee;DDT shift 6;nvt;;nvt
DDT;5;H5;NAM;Nee;DDT shift 5;nvt;;nvt
DDT;4;H4;NAM;Nee;DDT shift 4;nvt;;nvt
DDT;3;H3;NAM;Nee;DDT shift 3;nvt;;nvt
DDT;2;H2;NAM;Nee;DDT shift 2;nvt;;nvt
DDT;1;H1;NAM;Nee;DDT shift 1;nvt;;nvt
DDT;N;N;NAM;Nee;DDT shift N;nvt;;nvt
DTD;5;H5;NAM;Nee;DTD shift 5;nvt;;nvt
DTD;4;H4;NAM;Nee;DTD shift 4;nvt;;nvt
DTD;3;H3;NAM;Nee;DTD shift 3;nvt;;nvt
DTD;2;H2;NAM;Nee;DTD shift 2;nvt;;nvt
DTD;1;H1;NAM;Nee;DTD shift 1;nvt;;nvt
ELT;10;H10;NAM;Nee;ELT shift 10;nvt;;nvt
ELT;9;H9;NAM;Nee;ELT shift 9;nvt;;nvt
ELT;8;H8;NAM;Nee;ELT shift 8;nvt;;nvt
ELT;7;H7;NAM;Nee;ELT shift 7;nvt;;nvt
ELT;6;H6;NAM;Nee;ELT shift 6;nvt;;nvt
ELT;5;H5;NAM;Nee;ELT shift 5;nvt;;nvt
ELT;4;H4;NAM;Nee;ELT shift 4;nvt;;nvt
ELT;3;H3;NAM;Nee;ELT shift 3;nvt;;nvt
ELT;2;H2;NAM;Nee;ELT shift 2;nvt;;nvt
ELT;1;H1;NAM;Nee;ELT shift 1;nvt;;nvt
ELT;N;N;NAM;Nee;ELT shift N;nvt;;nvt
GS;9;H9;NAM;Nee;GS shift 9;nvt;;nvt
GS;8;H8;NAM;Nee;GS shift 8;nvt;;nvt
GS;7;H7;NAM;Nee;GS shift 7;nvt;;nvt
GS;6;H6;NAM;Nee;GS shift 6;nvt;;nvt
GS;5;H5;NAM;Nee;GS shift 5;nvt;;nvt
GS;4;H4;NAM;Nee;GS shift 4;nvt;;nvt
GS;3;H3;NAM;Nee;GS shift 3;nvt;;nvt
GS;2;H2;NAM;Nee;GS shift 2;nvt;;nvt
GS;1;H1;NAM;Nee;GS shift 1;nvt;;nvt
GS;N;N;NAM;Nee;GS shift N;nvt;;nvt
HBD;9;H9;NAM;Nee;HBD shift 9;nvt;;nvt
HBD;8;H8;NAM;Nee;HBD shift 8;nvt;;nvt
HBD;7;H7;NAM;Nee;HBD shift 7;nvt;;nvt
HBD;6;H6;NAM;Nee;HBD shift 6;nvt;;nvt
HBD;5;H5;NAM;Nee;HBD shift 5;nvt;;nvt
HBD;4;H4;NAM;Nee;HBD shift 4;nvt;;nvt
HBD;3;H3;NAM;Nee;HBD shift 3;nvt;;nvt
HBD;2;H2;NAM;Nee;HBD shift 2;nvt;;nvt
HBD;1;H1;NAM;Nee;HBD shift 1;nvt;;nvt
HBD;N;N;NAM;Nee;HBD shift N;nvt;;nvt
HGL;10;H10;NAM;Nee;HGL shift 10;nvt;;nvt
HGL;9;H9;NAM;Nee;HGL shift 9;nvt;;nvt
HGL;8;H8;NAM;Nee;HGL shift 8;nvt;;nvt
HGL;7;H7;NAM;Nee;HGL shift 7;nvt;;nvt
HGL;6;H6;NAM;Nee;HGL shift 6;nvt;;nvt
HGL;5;H5;NAM;Nee;HGL shift 5;nvt;;nvt
HGL;4;H4;NAM;Nee;HGL shift 4;nvt;;nvt
HGL;3;H3;NAM;Nee;HGL shift 3;nvt;;nvt
HGL;2;H2;NAM;Nee;HGL shift 2;nvt;;nvt
HGL;1;H1;NAM;Nee;HGL shift 1;nvt;;nvt
HGL;N;N;NAM;Nee;HGL shift N;nvt;;nvt
HT;9;H9;NAM;Nee;HT shift 9;nvt;;nvt
HT;8;H8;NAM;Nee;HT shift 8;nvt;;nvt
HT;7;H7;NAM;Nee;HT shift 7;nvt;;nvt
HT;6;H6;NAM;Nee;HT shift 6;nvt;;nvt
HT;5;H5;NAM;Nee;HT shift 5;nvt;;nvt
HT;4;H4;NAM;Nee;HT shift 4;nvt;;nvt
HT;3;H3;NAM;Nee;HT shift 3;nvt;;nvt
HT;2;H2;NAM;Nee;HT shift 2;nvt;;nvt
HT;1;H1;NAM;Nee;HT shift 1;nvt;;nvt
HT;N;N;NAM;Nee;HT shift N;nvt;;nvt
HW;10;H10;NAM;Nee;HW shift 10;nvt;;nvt
HW;9;H9;NAM;Nee;HW shift 9;nvt;;nvt
HW;8;H8;NAM;Nee;HW shift 8;nvt;;nvt
HW;7;H7;NAM;Nee;HW shift 7;nvt;;nvt
HW;6;H6;NAM;Nee;HW shift 6;nvt;;nvt
HW;5;H5;NAM;Nee;HW shift 5;nvt;;nvt
HW;4;H4;NAM;Nee;HW shift 4;nvt;;nvt
HW;3;H3;NAM;Nee;HW shift 3;nvt;;nvt
HW;2;H2;NAM;Nee;HW shift 2;nvt;;nvt
HW;1;H1;NAM;Nee;HW shift 1;nvt;;nvt
HW;N;N;NAM;Nee;HW shift N;nvt;;nvt
KHM;10;H10;NAM;Nee;KHM shift 10;nvt;;nvt
KHM;9;H9;NAM;Nee;KHM shift 9;nvt;;nvt
KHM;8;H8;NAM;Nee;KHM shift 8;nvt;;nvt
KHM;7;H7;NAM;Nee;KHM shift 7;nvt;;nvt
KHM;6;H6;NAM;Nee;KHM shift 6;nvt;;nvt
KHM;5;H5;NAM;Nee;KHM shift 5;nvt;;nvt
KHM;4;H4;NAM;Nee;KHM shift 4;nvt;;nvt
KHM;3;H3;NAM;Nee;KHM shift 3;nvt;;nvt
KHM;2;H2;NAM;Nee;KHM shift 2;nvt;;nvt
KHM;1;H1;NAM;Nee;KHM shift 1;nvt;;nvt
KHM;N;N;NAM;Nee;KHM shift N;nvt;;nvt
LW;9;H9;NAM;Nee;LW shift 9;nvt;;nvt
LW;8;H8;NAM;Nee;LW shift 8;nvt;;nvt
LW;7;H7;NAM;Nee;LW shift 7;nvt;;nvt
LW;6;H6;NAM;Nee;LW shift 6;nvt;;nvt
LW;5;H5;NAM;Nee;LW shift 5;nvt;;nvt
LW;4;H4;NAM;Nee;LW shift 4;nvt;;nvt
LW;3;H3;NAM;Nee;LW shift 3;nvt;;nvt
LW;2;H2;NAM;Nee;LW shift 2;nvt;;nvt
LW;1;H1;NAM;Nee;LW shift 1;nvt;;nvt
LW;N;N;NAM;Nee;LW shift N;nvt;;nvt
MECH;4;H4;NAM;Nee;MECH shift 4;nvt;;nvt
MECH;3;H3;NAM;Nee;MECH shift 3;nvt;;nvt
MECH;2;H2;NAM;Nee;MECH shift 2;nvt;;nvt
MECH;1;H1;NAM;Nee;MECH shift 1;nvt;;nvt
NIWG;9;H9;NAM;Nee;NIWG shift 9;nvt;;nvt
NIWG;8;H8;NAM;Nee;NIWG shift 8;nvt;;nvt
NIWG;7;H7;NAM;Nee;NIWG shift 7;nvt;;nvt
NIWG;6;H6;NAM;Nee;NIWG shift 6;nvt;;nvt
NIWG;5;H5;NAM;Nee;NIWG shift 5;nvt;;nvt
NIWG;4;H4;NAM;Nee;NIWG shift 4;nvt;;nvt
NIWG;3;H3;NAM;Nee;NIWG shift 3;nvt;;nvt
NIWG;2;H2;NAM;Nee;NIWG shift 2;nvt;;nvt
NIWG;1;H1;NAM;Nee;NIWG shift 1;nvt;;nvt
NIWG;N;N;NAM;Nee;NIWG shift N;nvt;;nvt
OEV;5;H5;NAM;Nee;OEV shift 5;nvt;;nvt
OEV;4;H4;NAM;Nee;OEV shift 4;nvt;;nvt
OEV;3;H3;NAM;Nee;OEV shift 3;nvt;;nvt
OEV;2;H2;NAM;Nee;OEV shift 2;nvt;;nvt
OEV;1;H1;NAM;Nee;OEV shift 1;nvt;;nvt
OPM;9;H9;NAM;Nee;OPM shift 9;nvt;;nvt
OPM;8;H8;NAM;Nee;OPM shift 8;nvt;;nvt
OPM;7;H7;NAM;Nee;OPM shift 7;nvt;;nvt
OPM;6;H6;NAM;Nee;OPM shift 6;nvt;;nvt
OPM;5;H5;NAM;Nee;OPM shift 5;nvt;;nvt
OPM;4;H4;NAM;Nee;OPM shift 4;nvt;;nvt
OPM;3;H3;NAM;Nee;OPM shift 3;nvt;;nvt
OPM;2;H2;NAM;Nee;OPM shift 2;nvt;;nvt
OPM;1;H1;NAM;Nee;OPM shift 1;nvt;;nvt
OPM;N;N;NAM;Nee;OPM shift N;nvt;;nvt
RD;9;H9;NAM;Nee;RD shift 9;nvt;;nvt
RD;8;H8;NAM;Nee;RD shift 8;nvt;;nvt
RD;7;H7;NAM;Nee;RD shift 7;nvt;;nvt
RD;6;H6;NAM;Nee;RD shift 6;nvt;;nvt
RD;5;H5;NAM;Nee;RD shift 5;nvt;;nvt
RD;4;H4;NAM;Nee;RD shift 4;nvt;;nvt
RD;3;H3;NAM;Nee;RD shift 3;nvt;;nvt
RD;2;H2;NAM;Nee;RD shift 2;nvt;;nvt
RD;1;H1;NAM;Nee;RD shift 1;nvt;;nvt
RD;N;N;NAM;Nee;RD shift N;nvt;;nvt
SNI;5;H5;NAM;Nee;SNI shift 5;nvt;;nvt
SNI;4;H4;NAM;Nee;SNI shift 4;nvt;;nvt
SNI;3;H3;NAM;Nee;SNI shift 3;nvt;;nvt
SNI;2;H2;NAM;Nee;SNI shift 2;nvt;;nvt
SNI;1;H1;NAM;Nee;SNI shift 1;nvt;;nvt
SON;8;H8;NAM;Nee;SON shift 8;nvt;;nvt
SON;7;H7;NAM;Nee;SON shift 7;nvt;;nvt
SON;6;H6;NAM;Nee;SON shift 6;nvt;;nvt
SON;5;H5;NAM;Nee;SON shift 5;nvt;;nvt
SON;4;H4;NAM;Nee;SON shift 4;nvt;;nvt
SON;3;H3;NAM;Nee;SON shift 3;nvt;;nvt
SON;2;H2;NAM;Nee;SON shift 2;nvt;;nvt
SON;1;H1;NAM;Nee;SON shift 1;nvt;;nvt
SON;N;N;NAM;Nee;SON shift N;nvt;;nvt
SSH;10;H10;NAM;Nee;SSH shift 10;nvt;;nvt
SSH;9;H9;NAM;Nee;SSH shift 9;nvt;;nvt
SSH;8;H8;NAM;Nee;SSH shift 8;nvt;;nvt
SSH;7;H7;NAM;Nee;SSH shift 7;nvt;;nvt
SSH;6;H6;NAM;Nee;SSH shift 6;nvt;;nvt
SSH;5;H5;NAM;Nee;SSH shift 5;nvt;;nvt
SSH;4;H4;NAM;Nee;SSH shift 4;nvt;;nvt
SSH;3;H3;NAM;Nee;SSH shift 3;nvt;;nvt
SSH;2;H2;NAM;Nee;SSH shift 2;nvt;;nvt
SSH;1;H1;NAM;Nee;SSH shift 1;nvt;;nvt
SSH;N;N;NAM;Nee;SSH shift N;nvt;;nvt
STT;6;H6;NAM;Nee;STT shift 6;nvt;;nvt
STT;5;H5;NAM;Nee;STT shift 5;nvt;;nvt
STT;4;H4;NAM;Nee;STT shift 4;nvt;;nvt
STT;3;H3;NAM;Nee;STT shift 3;nvt;;nvt
STT;2;H2;NAM;Nee;STT shift 2;nvt;;nvt
STT;1;H1;NAM;Nee;STT shift 1;nvt;;nvt
TB;8;H8;NAM;Nee;TB shift 8;nvt;;nvt
TB;7;H7;NAM;Nee;TB shift 7;nvt;;nvt
TB;6;H6;NAM;Nee;TB shift 6;nvt;;nvt
TB;5;H5;NAM;Nee;TB shift 5;nvt;;nvt
TB;4;H4;NAM;Nee;TB shift 4;nvt;;nvt
TB;3;H3;NAM;Nee;TB shift 3;nvt;;nvt
TB;2;H2;NAM;Nee;TB shift 2;nvt;;nvt
TB;1;H1;NAM;Nee;TB shift 1;nvt;;nvt
TB;N;N;NAM;Nee;TB shift N;nvt;;nvt
UT;9;H9;NAM;Nee;UT shift 9;nvt;;nvt
UT;8;H8;NAM;Nee;UT shift 8;nvt;;nvt
UT;7;H7;NAM;Nee;UT shift 7;nvt;;nvt
UT;6;H6;NAM;Nee;UT shift 6;nvt;;nvt
UT;5;H5;NAM;Nee;UT shift 5;nvt;;nvt
UT;4;H4;NAM;Nee;UT shift 4;nvt;;nvt
UT;3;H3;NAM;Nee;UT shift 3;nvt;;nvt
UT;2;H2;NAM;Nee;UT shift 2;nvt;;nvt
UT;1;H1;NAM;Nee;UT shift 1;nvt;;nvt
UT;N;N;NAM;Nee;UT shift N;nvt;;nvt
VIL;8;H8;NAM;Nee;VIL shift 8;nvt;;nvt
VIL;7;H7;NAM;Nee;VIL shift 7;nvt;;nvt
VIL;6;H6;NAM;Nee;VIL shift 6;nvt;;nvt
VIL;5;H5;NAM;Nee;VIL shift 5;nvt;;nvt
VIL;4;H4;NAM;Nee;VIL shift 4;nvt;;nvt
VIL;3;H3;NAM;Nee;VIL shift 3;nvt;;nvt
VIL;2;H2;NAM;Nee;VIL shift 2;nvt;;nvt
VIL;1;H1;NAM;Nee;VIL shift 1;nvt;;nvt
VL;9;H9;NAM;Nee;VL shift 9;nvt;;nvt
VL;8;H8;NAM;Nee;VL shift 8;nvt;;nvt
VL;7;H7;NAM;Nee;VL shift 7;nvt;;nvt
VL;6;H6;NAM;Nee;VL shift 6;nvt;;nvt
VL;5;H5;NAM;Nee;VL shift 5;nvt;;nvt
VL;4;H4;NAM;Nee;VL shift 4;nvt;;nvt
VL;3;H3;NAM;Nee;VL shift 3;nvt;;nvt
VL;2;H2;NAM;Nee;VL shift 2;nvt;;nvt
VL;1;H1;NAM;Nee;VL shift 1;nvt;;nvt
VL;N;N;NAM;Nee;VL shift N;nvt;;nvt
WB;6;H6;NAM;Nee;WB shift 6;nvt;;nvt
WB;5;H5;NAM;Nee;WB shift 5;nvt;;nvt
WB;4;H4;NAM;Nee;WB shift 4;nvt;;nvt
WB;3;H3;NAM;Nee;WB shift 3;nvt;;nvt
WB;2;H2;NAM;Nee;WB shift 2;nvt;;nvt
WB;1;H1;NAM;Nee;WB shift 1;nvt;;nvt
WB;N;N;NAM;Nee;WB shift N;nvt;;nvt
WML;7;H7;NAM;Nee;WML shift 7;nvt;;nvt
WML;6;H6;NAM;Nee;WML shift 6;nvt;;nvt
WML;5;H5;NAM;Nee;WML shift 5;nvt;;nvt
WML;4;H4;NAM;Nee;WML shift 4;nvt;;nvt
WML;3;H3;NAM;Nee;WML shift 3;nvt;;nvt
WML;2;H2;NAM;Nee;WML shift 2;nvt;;nvt
WML;1;H1;NAM;Nee;WML shift 1;nvt;;nvt
WVN;9;H9;NAM;Nee;WVN shift 9;nvt;;nvt
WVN;8;H8;NAM;Nee;WVN shift 8;nvt;;nvt
WVN;7;H7;NAM;Nee;WVN shift 7;nvt;;nvt
WVN;6;H6;NAM;Nee;WVN shift 6;nvt;;nvt
WVN;5;H5;NAM;Nee;WVN shift 5;nvt;;nvt
WVN;4;H4;NAM;Nee;WVN shift 4;nvt;;nvt
WVN;3;H3;NAM;Nee;WVN shift 3;nvt;;nvt
WVN;2;H2;NAM;Nee;WVN shift 2;nvt;;nvt
WVN;1;H1;NAM;Nee;WVN shift 1;nvt;;nvt
WVN;N;N;NAM;Nee;WVN shift N;nvt;;nvt
WZN;8;H8;NAM;Nee;WZN shift 8;nvt;;nvt
WZN;7;H7;NAM;Nee;WZN shift 7;nvt;;nvt
WZN;6;H6;NAM;Nee;WZN shift 6;nvt;;nvt
WZN;5;H5;NAM;Nee;WZN shift 5;nvt;;nvt
WZN;4;H4;NAM;Nee;WZN shift 4;nvt;;nvt
WZN;3;H3;NAM;Nee;WZN shift 3;nvt;;nvt
WZN;2;H2;NAM;Nee;WZN shift 2;nvt;;nvt
WZN;1;H1;NAM;Nee;WZN shift 1;nvt;;nvt
WZN;N;N;NAM;Nee;WZN shift N;nvt;;nvt
ZL;10;H10;NAM;Nee;ZL shift 10;nvt;;nvt
ZL;9;H9;NAM;Nee;ZL shift 9;nvt;;nvt
ZL;8;H8;NAM;Nee;ZL shift 8;nvt;;nvt
ZL;7;H7;NAM;Nee;ZL shift 7;nvt;;nvt
ZL;6;H6;NAM;Nee;ZL shift 6;nvt;;nvt
ZL;5;H5;NAM;Nee;ZL shift 5;nvt;;nvt
ZL;4;H4;NAM;Nee;ZL shift 4;nvt;;nvt
ZL;3;H3;NAM;Nee;ZL shift 3;nvt;;nvt
ZL;2;H2;NAM;Nee;ZL shift 2;nvt;;nvt
ZL;1;H1;NAM;Nee;ZL shift 1;nvt;;nvt
ZL;N;N;NAM;Nee;ZL shift N;nvt;;nvt
HGV;10;H10;NAM;Nee;HGV shift 10;nvt;;nvt
HGV;9;H9;NAM;Nee;HGV shift 9;nvt;;nvt
HGV;8;H8;NAM;Nee;HGV shift 8;nvt;;nvt
HGV;7;H7;NAM;Nee;HGV shift 7;nvt;;nvt
HGV;6;H6;NAM;Nee;HGV shift 6;nvt;;nvt
HGV;5;H5;NAM;Nee;HGV shift 5;nvt;;nvt
HGV;4;H4;NAM;Nee;HGV shift 4;nvt;;nvt
HGV;3;H3;NAM;Nee;HGV shift 3;nvt;;nvt
HGV;2;H2;NAM;Nee;HGV shift 2;nvt;;nvt
HGV;1;H1;NAM;Nee;HGV shift 1;nvt;;nvt
HGV;N;N;NAM;Nee;HGV shift N;nvt;;nvt
AL;4;H4;NIWG;Nee;AL shift 4;NIWG;;NIWG
